Del;Arbetsmoment;Grupp;Rad;Moment/Typ/Sort;Underlag/Variant;Enhet;0;-1;-2;-3;-4;-5;-6;-7;-8;-9
20;20615015;615;15;Glasdetektor exkl. sladd;;detektor;0,25;;;;;;;;;
20;20615020;615;20;Anpassningsenhet för glasdetektor;;enhet;0,36;;;;;;;;;
20;20619010;619;10;Magnetkontakt inkl. infällning;;par;0,31;;;;;;;;;
20;20619015;619;15;Mellanlägg;;mellanlägg;0,02;;;;;;;;;
20;20619020;619;20;Skyddshuv;;huv;0,02;;;;;;;;;
20;20619025;619;25;Mjukkabel;;kabel;0,25;;;;;;;;;
20;20621010;621;10;Förbikopplingsapparat (anpassning) exkl. anslutning;;apparat;0,61;;;;;;;;;
20;20621015;621;15;Manöverapparat (anpassning) exkl. anslutning;;apparat;0,92;;;;;;;;;
20;20623010;623;10;TV/CCTV-kamera inkl. fast objektiv (exkl. anslutning);;kamera;0,53;;;;;;;;;
20;20623015;623;15;Kamerafäste/väggfäste/inställningssockel;;enhet;0,16;;;;;;;;;
20;20623020;623;20;Tillägg bult;;bult;0,06;;;;;;;;;
20;20623025;623;25;"Monitor ≤25"" inkl. anpassning";;monitor;0,41;;;;;;;;;
20;20623030;623;30;1-polig koaxialkontakt montering;;kontakt;0,13;;;;;;;;;
20;20630010;630;10;Antennuttag infällt i dosa inkl. ev. slutmotstånd;;uttag;0,18;;;;;;;;;
20;20630015;630;15;Antennuttag utvändigt inkl. ev. slutmotstånd;;uttag;0,28;;;;;;;;;
20;20637010;637;10;Fördelare/avtappare – två fördelningar;;enhet;0,33;;;;;;;;;
20;20637015;637;15;Tillkommande fördelning;;fördelning;0,08;;;;;;;;;
20;20639010;639;10;Färdigmonterad förstärkarutrustning ≤10 kg, inkl. ansl. t.o.m. 4 koaxproppar + vägguttag;;enhet;0,51;;;;;;;;;
20;20639015;639;15;D:o >10–25 kg;;enhet;0,64;;;;;;;;;
20;20639020;639;20;Förstärkarutrustning av flera enheter (t.o.m. 6) inkl. montering/ansl. t.o.m. 6 koaxproppar;;apparatkomb;1,53;;;;;;;;;
20;20639025;639;25;Tillkommande enhet (förstärkare el. likn.) inkl. montering/ansl.;;enhet;0,25;;;;;;;;;
20;20639030;639;30;Separat bredbandslinjeförstärkare el. likn. (t.o.m. 2 koaxproppar);;enhet;0,51;;;;;;;;;
20;20641010;641;10;Monteringsplatta trä inkl. 3 inkopplingar i påmonterat vägguttag;;platta;0,25;;;;;;;;;
20;20641015;641;15;Monteringsplatta för låda med förborrade hål;;platta;0,13;;;;;;;;;
20;20641020;641;20;Skyddsskåp inomhus för förstärkarutrustning;;skåp;0,51;;;;;;;;;
20;20641025;641;25;Jordningsskena;;skena;0,1;;;;;;;;;
20;20641030;641;30;Värmeelement;;element;0,1;;;;;;;;;
20;20641035;641;35;Signeringsskylt;;skylt;0,04;;;;;;;;;
20;20641040;641;40;Skyltram för signering;;ram;0,09;;;;;;;;;
20;20643010;643;10;Märka antenn/huvud-/grenkabel (≤6 tecken);;kabelände;0,04;;;;;;;;;
20;20643015;643;15;Inkoppla slutmotstånd i fördelare/avtappare;;motstånd;0,02;;;;;;;;;
20;20643020;643;20;Uppskala+inkoppla skärm koax till jordningsskena;;kabelände;0,06;;;;;;;;;
20;20643025;643;25;Montera koaxialpropp inkl. uppskalning;;propp;0,08;;;;;;;;;
20;20643030;643;30;Montera kabelförskruvning/armatur inkl. uppskalning;;förskruvning/armatur;0,08;;;;;;;;;
20;20643035;643;35;Skarva koaxialkabel med kopplingsdon inkl. montering;;skarv;0,15;;;;;;;;;
20;20755010;755;10;IBM kontaktdon;;don;0,23;;;;;;;;;
20;20755015;755;15;BNC-koaxkontakter (jack/propp/hylsa);;jack/propp;0,16;;;;;;;;;
20;20755023;755;23;Modularpropp, oskärmad kabel;;propp;0,1;;;;;;;;;
20;20757010;757;10;Montera modularpanel i stativ inkl. blindbrickor;;panel;0,15;;;;;;;;;
20;20757011;757;11;Fixera kabel i stativ med strips/kardborre;;m bunt kabel;0,04;;;;;;;;;
20;20757012;757;12;Anslut/montera patchkabel (≤3 m);;kabel;0,07;;;;;;;;;
20;20759001;759;1;Uppskalning kabel med/utan folieskärm;;kabelände;0,03;;;;;;;;;
20;20759002;759;2;Avlastning kabel i uttag/jack;;kabelände;0,02;;;;;;;;;
20;20759003;759;3;Tillägg folieskärm på partvinnad 4-par;;kabelände;0,04;;;;;;;;;
20;20759004;759;4;Uppfläta+tvinna trådskärm inkl. anslutning;;fläta;0,05;;;;;;;;;
20;20759005;759;5;Kontaktera jack inkl. ijackning – oskärmad;;jack;0,07;;;;;;;;;
20;20759006;759;6;Kontaktera jack inkl. ijackning – skärmad;;jack;0,08;;;;;;;;;
20;20759007;759;7;Snabbkontakteringsklämma inkl. ijackning – oskärmad;;jack;0,05;;;;;;;;;
20;20759008;759;8;Snabbkontakteringsklämma inkl. ijackning – skärmad;;jack;0,06;;;;;;;;;
20;20759009;759;9;Underdel på dosa;;u-del;0,02;;;;;;;;;
20;20759010;759;10;Kompl.-detaljer (centrumplatta/mont.bricka/blindpropp) typ fig.4;;uttag;0,02;;;;;;;;;
20;20759011;759;11;Kompl.-detaljer typ fig.5;;uttag;0,04;;;;;;;;;
20;20759012;759;12;Kontrollmätning med datainstrument inkl. dokumentation t.o.m. kat 6;;länk;0,11;;;;;;;;;
20;20760010;760;10;Ur-/inkoppling av sektion utan anmälan;;sektion;0,05;;;;;;;;;
20;20760011;760;11;Ur-/inkoppling av sektion med anmälan;;sektion;0,08;;;;;;;;;
20;20760012;760;12;Tillägg vid utökning/ändring i drift;;anläggning;0,19;;;;;;;;;
20;20760013;760;13;Registrering på boxkort (t.o.m. 20 klämmor/10-pars plint);;kort;0,27;;;;;;;;;
20;20760014;760;14;Nedt./återuppsättning ej skruvfastsatt kassett i undertak;;kassett;0,04;;;;;;;;;
20;20760021;760;21;Nedt./återuppsättning skruvfastsatta takplattor;;platta;0,12;;;;;;;;;
20;20760036;760;36;Fiskning i dörr/fönsterparti/profiler m.m.;;fiskning;0,2;;;;;;;;;
20;20762011;762;11;Uppringning teleledning/ledare;;uppringning;0,02;;;;;;;;;
20;20762012;762;12;Märka kabel/ledare märkbands/penna;;ledn.ände;0,01;;;;;;;;;
20;20762013;762;13;Märkhylsor max 10 mm – första hylsa;;första hylsa;0,01;;;;;;;;;
20;20762014;762;14;Tillkommande märkhylsor max 10 mm;;per hylsa;0,01;;;;;;;;;
20;20762015;762;15;Prefabricerad hylsa ≤25 mm;;per hylsa;0,03;;;;;;;;;
20;20762016;762;16;Tillägg prefabricerad hylsa >25 mm per 10 mm;;hylsa;0,01;;;;;;;;;
20;20762019;762;19;Texta kabelskylt;;skylt;0,01;;;;;;;;;
20;20762021;762;21;Märka kabel med kabelskylt;;skylt;0,01;;;;;;;;;
20;20764010;764;10;Sammanfoga ledare till stock + utplocka (bindgarn/plastband/tejp);;m stock;0,25;;;;;;;;;
20;20776010;776;10;Tillägg spec. svåråtkomligt/skymt inkopplingsställe;;inkoppling;0,02;;;;;;;;;
20;20776012;776;12;Montera skyddshylsa plast/gummi över anslutningsställe;;skyddshylsa;0,01;;;;;;;;;
20;20776035;776;35;Sätta motstånd/diod i apparat inkl. anslutning;;motstånd/diod;0,04;;;;;;;;;
20;20776037;776;37;Montera kretskort i apparat (exkl. anslutning);;kort;0,06;;;;;;;;;
20;20776039;776;39;Ansluta kretskort med snabbkoppling;;anslutning;0,01;;;;;;;;;
20;20776041;776;41;Adressera apparat;;adress;0,05;;;;;;;;;
20;20778010;778;10;Märkskylt ≤7×3 cm;;skylt;0,07;;;;;;;;;
20;20778011;778;11;Märkskylt/ram ≤21×30 cm;;skylt/ram;0,1;;;;;;;;;
20;20778015;778;15;Märka + montera signeringsskylt;;skylt;0,04;;;;;;;;;
20;20778020;778;20;Tillverka märkskylt m. elektronisk märkapparat + montera/tejp;;skyltlist;0,05;;;;;;;;;
20;20778021;778;21;Tillkapa skyltlist med kap- och håltång;;skyltlist;0,02;;;;;;;;;
20;20800010;800;10;Förläggning 10 mm YD;Instkanal/mark/öppen(-0)/ankarskena/stege(-1)/utvändigt synligt(-2);m rör;0,02;0,03;0,1;;;;;;;
20;20800011;800;11;Förläggning 16 mm YD;se ovan;m rör;0,03;0,03;0,1;;;;;;;
20;20800012;800;12;Förläggning 20 mm YD;se ovan;m rör;0,04;0,03;0,11;;;;;;;
20;20800013;800;13;Förläggning 24 mm YD;se ovan;m rör;0,05;0,04;0,13;;;;;;;
20;20800014;800;14;Förläggning 28 mm YD;se ovan;m rör;0,06;0,04;0,14;;;;;;;
20;20800015;800;15;Förläggning 32 mm YD;se ovan;m rör;0,07;0,05;0,15;;;;;;;
20;20800016;800;16;Förläggning 36 mm YD;se ovan;m rör;0,08;0,06;0,16;;;;;;;
20;20800017;800;17;Förläggning 40 mm YD;se ovan;m rör;0,09;0,07;0,17;;;;;;;
20;20801010;801;10;Tillägg najning på stege;Horisontell/Vertikal;m rör;0,01;0,03;;;;;;;;
20;20802010;802;10;Uppskalning rör ≤16 mm;Längd ≤1/1–2/2–3 m;rörände;0,09;0,12;0,15;;;;;;;
20;20802011;802;11;Uppskalning rör ≤28 mm;Längd ≤1/1–2/2–3 m;rörände;0,1;0,14;0,18;;;;;;;
20;20802012;802;12;Uppskalning rör ≤40 mm;Längd ≤1/1–2/2–3 m;rörände;0,11;0,16;0,22;;;;;;;
20;20803010;803;10;Tillägg uppskalning metallmantlat rör;;m;0,04;;;;;;;;;
20;20805010;805;10;Blåsa optofiber;;per 10 m;0,03;;;;;;;;;
20;20805015;805;15;Skarva mikrokanal (fig.2);;skarv;0,05;;;;;;;;;
20;20805020;805;20;Uppskalning optokabel;;m;0,06;;;;;;;;;
20;20805021;805;21;Kapa + rengöra tub från gel;;tub;0,08;;;;;;;;;
20;20805030;805;30;Terminera fibersvans (pigtail) ≤24 st/arbetsställe;;st;0,24;;;;;;;;;
20;20805031;805;31;Terminera fibersvans (pigtail) >24 st/arbetsställe;;st;0,18;;;;;;;;;
20;20805035;805;35;Tillägg skruvfast skarvstycke/adapter;;skarvstycke;0,02;;;;;;;;;
20;20805036;805;36;Hopmontera fiberpanel;;panel;0,3;;;;;;;;;
20;20805037;805;37;Montera panel i stativ;;panel;0,15;;;;;;;;;
20;20805038;805;38;Montera uttagsbox (oavsett underlag);;box;0,1;;;;;;;;;
20;20805040;805;40;DB-mätning av länk inkl. dokumentation;;länk;0,17;;;;;;;;;
20;20998010;998;10;Vid uppsättning av enheter;Motordrivna/ej;arbetsställe;0,09;;;;;;;;;
20;20998011;998;11;Vid uppsättning av sampelrör/opto.;Motordrivna/ej;m förläggn. sträcka;0,04;;;;;;;;;
20;20998012;998;12;Vid håltagning;Motordrivna/ej;arbetsställe;0,09;;;;;;;;;
